send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,result,Total Score,SSS,EQnQ,RFS,kelas_spbu,penalty_alerts
2025-09-27,2025-09-18,84-99108,VIII,2025,JL. Trikora No 8 Dok V Atas,Kota Jayapura,DODO,SBM Papua I,BOA1,BOA2,NOT CERTIFIED,83.36,79.67,86.70,83.95,Basic,"Izin Prinsip, CCTV, Pelumas"
2025-09-23,2025-09-18,54-85706,V,2025,JL. TRAN ATAMBUA KUPANG,Kab. Belu,DODO,SBM NTT I Fuel,BOA1,BOA2,NOT CERTIFIED,55.47,63.00,46.91,55.26,Basic,"Pelumas, Izin Prinsip, EDC, Safetyman, Breakaway Valve, APAR"
2025-09-18,2025-09-18,54-66312,V,2025,DS. MUNJUNGAN KEC. MUNJUNGAN,Kab.Trenggalek,DODO,SBM Kediri II Fuel,BOA1,BOA2,NOT CERTIFIED,63.83,58.00,80.83,55.07,Basic,"APAR, ST Air, Pelumas, Masa Berlaku APAR, APAB, Izin Prinsip, Grounding, Safetyman"
2025-09-25,2025-09-18,74-91902,VII,2025,Jl. Poros Palopo Makassar (Seppong) Belopa,Kab Luwu,DODO,SBM Sulselbar IV Fuel,BOA1,BOA2,NOT CERTIFIED,73.45,69.33,86.31,66.21,Basic,"Safetyman, Izin Prinsip, Breakaway Valve, ST Air, Pelumas"
2025-09-27,2025-09-18,24-39112,II,2025,"JL. Santoso ,Ps Kepahiang, Kec.Kepahiang , Bengkulu 39372",Kab Kepahiang,DODO,SBM Bengkulu II Fuel,BOA1,BOA2,NOT CERTIFIED,57.18,60.67,59.04,52.99,Basic,"Breakaway Valve, Pelumas, Izin Prinsip, APAB, Masa Berlaku APAR, ST Manhole, APAR"
2025-09-21,2025-09-17,54-84204,V,2025,DS. SORIUTU KEC. MANGGELEWA,Kab Dompu,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,17.33,23.33,04.04,22.14,Basic,"EDC, Trims, Produk JBU, ST Manhole, Izin Prinsip, Breakaway Valve, CCTV, Masa Berlaku APAR, APAR, Nol, ST Air, Ducting, Safetyman, Salam, Pelumas"
2025-09-22,2025-09-17,74-90233,VII,2025,Jl. Paccerakkang,Kota Makassar,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,28.27,25.33,14.38,40.04,Basic,"Masa Berlaku APAR, Pelumas, Izin Prinsip, APAB, Nol, Breakaway Valve, Safetyman, Trims, Produk JBU, CCTV, Salam, APAR"
2025-09-18,2025-09-17,54-67204,V,2025,JL SOEKARNO HATTA KEL. PILANG,Kab Probolinggo,DODO,SBM Malang II Fuel,BOA1,BOA2,NOT CERTIFIED,63.73,49.33,68.11,70.73,Basic,"Trims, Izin Prinsip, Pelumas, Safetyman"
2025-09-21,2025-09-17,54-80605,V,2025,DS. CATUR KEC. KITAMANI,Kab Bangli,DODO,SBM Bali I Fuel,BOA1,BOA2,NOT CERTIFIED,70.6,75.00,73.57,64.32,Basic,"Ducting, Izin Prinsip, APAR, Pelumas, Breakaway Valve"
2025-09-18,2025-09-17,63-74801,VI,2025,"Jl. Trans Kalimantan, Ds.Jabiren",Kab Pulang Pisau,,SBM Kalteng I Fuel,BOA1,CA,CERTIFIED,93.32,83.33,99.04,96.52,Basic,
2025-09-18,2025-09-17,54-68138,V,2025,JL. RAYA TANGGUL SEMBORO DESA SEMBO,Kab Jember,DODO,SBM Malang II Fuel,BOA1,BOA2,NOT CERTIFIED,59.9,54.33,59.78,64.16,Basic,"Pelumas, ST Air, CCTV, Safetyman"
2025-09-21,2025-09-17,54-80109,V,2025,JL. RAYA PUPUTAN - RENON,Kota Denpasar,DODO,SBM Bali I Fuel,BOA1,BOA2,NOT CERTIFIED,63.77,61.67,74.78,56.92,Basic,"APAB, Izin Prinsip, Safetyman, Pelumas, Breakaway Valve, APAR"
2025-09-25,2025-09-17,74-90234,VII,2025,Tamangapa Raya,Kota Makassar,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,80.26,72.33,86.31,81.52,Basic,"Safetyman, Breakaway Valve, Izin Prinsip"
2025-09-17,2025-09-17,23-34337,II,2025,JL. PRAMUKA AIR MELES ATAS,Kab Lampung Timur,,SBM Lampung II Fuel,BOA1,BOA2,NOT CERTIFIED,76.76,65.00,92.16,73.93,Basic,"Masa Berlaku APAR, Safetyman, APAR"
2025-09-18,2025-09-17,34-45427,III,2025,"BLOK BANJARSARI, KEL./DESA BANJARAN",Kab Majalengka,DODO,SBM Cirebon II Fuel,BOA1,CA,CERTIFIED,95.76,88.00,99.04,99.12,Basic,
2025-09-26,2025-09-17,14-263579,I,2025,JL. JORONG VI KOTO SELATAN,Kab Pasaman Barat,,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,40.05,28.67,62.15,31.84,Basic,"Ducting, Masa Berlaku APAR, Salam, Izin Prinsip, Breakaway Valve, APAR, Pelumas, ST Manhole, Safetyman"
2025-09-25,2025-09-17,14-229367,I,2025,"JL. WILEM  ISKANDAR, KEL. DALAN LID",Kab Mandailing Natal,,SBM Sibolga III Fuel,BOA1,BOA2,NOT CERTIFIED,74.37,69.00,80.34,73.92,Basic,"Izin Prinsip, ST Air, Pelumas"
2025-09-21,2025-09-17,54-84205,V,2025,"DESA DOROPETI, KEC. PEKAT",Kab Dompu,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,35.84,19.00,32.92,50.36,Basic,"Izin Prinsip, Masa Berlaku APAR, Nol, Pelumas, Salam, Safetyman, Breakaway Valve, APAR"
2025-09-17,2025-09-17,54-63509,V,2025,JL. KOM YOS SUDARSI DS. BANGUNSARI,Kab Pacitan,DODO,SBM Kediri III Fuel,BOA1,BOA2,NOT CERTIFIED,71.03,69.00,70.48,72.35,Basic,"Izin Prinsip, Safetyman, Pelumas, Grounding"
2025-09-18,2025-09-17,34-15142,III,2025,Jl. Hos.Cokroaminoto no. 5 Ciledug,Kota Tangerang,,SBM Banten I Fuel,BOA1,BOA2,NOT CERTIFIED,84.63,72.33,99.04,83.10,Basic,ST Manhole
2025-09-17,2025-09-17,54-64421,V,2025,Ds. Sengkut Kec. Berbek Kab. Nganjuk,Kab Nganjuk,DODO,SBM Kediri I Fuel,BOA1,CA,CERTIFIED,90.43,85.00,97.63,89.20,Basic,
2025-09-29,2025-09-16,24-351165,II,2025,JL. SOEKARNO HATTA (TRANS LINTAS SU,Kota Bandar Lampung,,SBM Lampung I Fuel,BOA1,CA,CERTIFIED,90.98,80.67,99.09,92.58,Basic,
2025-09-26,2025-09-16,14-263542,I,2025,JL. KALI SERAYU SIMP. EMPAT,Kab Pasaman,,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,53.13,54.00,55.64,50.01,Basic,"APAR, Safetyman, Breakaway Valve, Pelumas, Masa Berlaku APAR, Izin Prinsip"
2025-09-17,2025-09-16,54-67319,V,2025,JL. SOEKARNO HATTA DS. MLAWANG KEC.,Kab Lumajang,,SBM Malang II Fuel,BOA1,BOA2,NOT CERTIFIED,61.29,51.67,61.55,67.89,Basic,"Safetyman, Masa Berlaku APAR, APAB, Pelumas, Izin Prinsip"
2025-09-17,2025-09-16,63-76101,VI,2025,"JL. POROS BONTANG - SAMARINDA, DESA",Kota Balikpapan,,SBM Kaltimut I Fuel,BOA1,CA,CERTIFIED,93.41,87.33,99.04,93.75,Basic,
2025-09-17,2025-09-16,34-43102,III,2025,Jl. Raya Cianjur Km.7,Kab Sukabumi,,SBM Sukabumi I Fuel,BOA1,BOA2,NOT CERTIFIED,67.46,57.33,54.96,83.69,Basic,"Pelumas, Izin Prinsip, ST Manhole, CCTV"
2025-09-17,2025-09-16,54-67221,V,2025,"Ds. Curah Sawo Gending, Probolinggo",Kab Probolinggo,DODO,SBM Malang II Fuel,BOA1,BOA2,NOT CERTIFIED,57.31,51.67,49.50,67.40,Basic,"Salam, ST Air, Izin Prinsip, Pelumas, Masa Berlaku APAR, APAR, Safetyman"
2025-09-17,2025-09-16,64-73105,VI,2025,"Jl. Trans kalimantan, Palangkaraya, Kalimantan Selatan",Kota Palangkaraya,,SBM Kalteng I Fuel,BOA1,BOA2,NOT CERTIFIED,93.51,83.33,99.04,97.00,Basic,Izin Prinsip
2025-09-27,2025-09-16,24-38939,II,2025,"JL. LINTAS MANNA BINTUHAN,",Kab Kaur,DODO,SBM Bengkulu II Fuel,BOA1,CA,CERTIFIED,91,80.67,100.00,91.98,Basic,
2025-09-17,2025-09-16,34-15409,III,2025,PONDOK CABE UDIK,Kota Tangerang Sel.,,SBM Banten I Fuel,BOA1,BOA2,NOT CERTIFIED,75.93,84.67,68.46,75.39,Basic,"EDC, ST Air, Safetyman, Izin Prinsip, Pelumas"
2025-09-21,2025-09-16,54-84109,V,2025,"DS. DONGGOBOLO, KEC. WOHA",Kota Bima,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,42.44,35.33,47.88,43.39,Basic,"APAB, ST Air, CCTV, Salam, APAR, Safetyman, Izin Prinsip, Pelumas, Masa Berlaku APAR, HP"
2025-09-26,2025-09-16,13-265525,I,2025,"LINTAS UJUNG GADING, KEL.MUARA KAWA",Kab. Pasaman Barat,CODO I,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,66.15,57.33,65.79,72.98,Basic,"Masa Berlaku APAR, Izin Prinsip, Safetyman"
2025-09-21,2025-09-16,44-52234,IV,2025,"JL. RAYA TONJONG, DS.LINGGAPURA KEC",Kab Brebes,,SBM Tegal I Fuel,BOA1,CA,CERTIFIED,98.92,97.33,100.00,99.22,Basic,
2025-09-16,2025-09-16,63-73104,VI,2025,"Jl. TRANS PALANGKARAYA - ABRITO KM.1,8 KEC.PAHANDUT SEBERANG, PALANGKARAYA",Kota Palangkaraya,CODO I,SBM Kalteng I Fuel,BOA1,BOA2,NOT CERTIFIED,90.61,79.00,98.99,93.02,Basic,CCTV
2025-09-29,2025-09-16,74-90993,VII,2025,"Jalan Andi Malingkar, Tana Sitolo",Kab Wajo,DODO,SBM Sulselbar III Fuel,BOA1,CA,CERTIFIED,90,81.00,100.00,89.11,Basic,
2025-09-22,2025-09-16,74-90623,VII,2025,Jl Poros Pangkep Bungoro,Kab Pangkajene Kep.,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,55.11,45.00,65.83,53.93,Basic,"Pelumas, APAR, CCTV, DU Dispenser, Trims, Safetyman, Izin Prinsip, Breakaway Valve"
2025-09-25,2025-09-16,54-60147,V,2025,JL. SEMOLOWARU NO.276,Kota Surabaya,DODO,SBM Surabaya I Fuel,BOA1,BOA2,NOT CERTIFIED,53.73,64.00,58.11,42.26,Basic,"Safetyman, Ducting, ST Air, Pelumas, Grounding, Izin Prinsip, APAR"
2025-09-21,2025-09-16,54-84102,V,2025,DS. PANDA - KEC. BELO,Kota Bima,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,77.52,73.00,91.73,70.25,Basic,"Ducting, APAR, Pelumas, Izin Prinsip, Breakaway Valve, Grounding"
2025-10-09,2025-09-15,63-75201,VI,2025,JL. GERBANG DAYAKU KEL. LOA JANA UL,Kab KutaiKartanegara,CODO I,SBM Kaltimut II Fuel,BOA1,CA,CERTIFIED,96.13,96.33,100.00,93.08,Basic,
2025-09-17,2025-09-15,14-251520,I,2025,JL. BY PASS KEL.TJ. AUR KOTO TAN,Kota Padang,,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,36.08,3.33,38.67,58.17,Basic,"Trims, Pelumas, APAR, Breakaway Valve, Safetyman, ST Air, Nol, Izin Prinsip, Salam"
2025-09-16,2025-09-15,34-45158,III,2025,Jl. Cipto Manggunkusumo,Kota Cirebon,,SBM Cirebon I Fuel,BOA1,CA,CERTIFIED,93.97,90.33,100.00,92.22,Basic,
2025-09-29,2025-09-15,74-90901,VII,2025,Jl. Poros Sengkang-Bone,Kab Wajo,DODO,SBM Sulselbar III Fuel,BOA1,CA,CERTIFIED,94.28,87.33,100.00,95.38,Basic,
2025-10-09,2025-09-15,64-75502,VI,2025,Jl. Walter Mongonsidi,Kab KutaiKartanegara,,SBM Kaltimut II Fuel,BOA1,CA,CERTIFIED,96.16,96.33,100.00,93.13,Basic,
2025-09-17,2025-09-15,24-333161,II,2025,JL. RAYA SANGKU HM 1014 DESA SANGKU,Kab Bangka Barat,,SBM Babel I,BOA1,BOA2,NOT CERTIFIED,52.06,15.00,61.96,72.42,Basic,"Trims, Nol, Pelumas, Salam, Izin Prinsip"
2025-09-17,2025-09-15,14-263541,I,2025,JL. PROF DR. HAMKA NO. 212,Kab Pasaman,DODO,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,46.31,26.00,68.46,44.86,Basic,"ST Air, Izin Prinsip, Breakaway Valve, Pelumas, Nol, APAR, Safetyman, HP, Salam"
2025-09-15,2025-09-15,34-43229,III,2025,Kp. Cidaun Cianjur Selatan,Kab Cianjur,DODO,SBM Sukabumi I Fuel,BOA1,BOA2,NOT CERTIFIED,80.63,67.33,92.70,81.71,Basic,"HP, Breakaway Valve"
2025-09-17,2025-09-15,84-97104,VIII,2025,Jl. Leowatimena- Passo,Kota Ambon,DODO,SBM Maluku I,BOA1,BOA2,NOT CERTIFIED,71.52,68.33,72.21,73.60,Basic,"DU Dispenser, Safetyman, ST Air, APAR, Ducting"
2025-09-17,2025-09-15,44-57727,IV,2025,"JL RAYA MATESIH DESA MATESIH, KEC M",Kab Karanganyar,DODO,SBM Yogyakarta IV Fuel,BOA1,CA,CERTIFIED,95.1,92.33,100.00,93.50,Basic,
2025-09-15,2025-09-15,54-65155,V,2025,DS. KARANGPANDAN KEC.PAKISAJI,Kab Malang,DODO,SBM Malang I Fuel,BOA1,BOA2,NOT CERTIFIED,48.81,38.67,70.25,39.72,Basic,"APAR, Pelumas, Safetyman, Masa Berlaku APAR, EDC, Breakaway Valve, CCTV, APAB, Izin Prinsip, HP, Produk JBU"
2025-09-17,2025-09-15,54-84112,V,2025,JL. LINTAS BIMA – SAPE KEL. PESA KE,Kota Bima,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,49.76,37.67,55.92,53.78,Basic,"Salam, ST Manhole, Pelumas, Masa Berlaku APAR, Izin Prinsip, Safetyman, APAR"
2025-09-17,2025-09-13,54-84310,V,2025,JL. LANG SESAT NO.17 TALIWANG,Kab Sumbawa,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,49.34,35.00,55.92,54.96,Basic,"Izin Prinsip, Masa Berlaku APAR, Safetyman, APAB, Trims, CCTV, Pelumas, APAR"
2025-09-17,2025-09-13,44-57728,IV,2025,JL. RAYA SOLO-TAWANGMANGU GAYAM DOM,Kab Karanganyar,DODO,SBM Yogyakarta IV Fuel,BOA1,CA,CERTIFIED,94.19,92.33,95.96,94.25,Basic,
2025-09-17,2025-09-13,74-91887,VII,2025,Jl. Poros Rantepao Palopo Ds. Bolu,Kab Toraja Utara,DODO,SBM Sulselbar IV Fuel,BOA1,BOA2,NOT CERTIFIED,63.96,42.00,82.08,66.68,Basic,"ST Air, Nol, Safetyman, Izin Prinsip, Breakaway Valve, Pelumas, Trims, Salam"
2025-09-17,2025-09-13,44-57204,IV,2025,"Jl. Raya Sukowati, Sragen Wetan",Kab Sragen,DODO,SBM Yogyakarta IV Fuel,BOA1,CA,CERTIFIED,95.6,88.00,100.00,98.00,Basic,
2025-09-19,2025-09-12,64-71407,VI,2025,"Jl. Raya Amuntai-Tanjung, Ds Pekapuran",Kab Hulu Sungai Utr,,SBM Kalsel II Fuel,BOA1,BOA2,NOT CERTIFIED,66.94,61.67,86.62,56.11,Basic,"ST Air, Breakaway Valve, Pelumas, Izin Prinsip, APAR"
2025-09-15,2025-09-12,34-16809,III,2025,"Jl. Raya Kelapa Nungga, Kec. Kelapa Nungga",Kab Bogor,DODO,SBM Jabode V Fuel,BOA1,BOA2,NOT CERTIFIED,80.87,76.67,98.94,70.26,Basic,"Breakaway Valve, Masa Berlaku APAR, APAR, ST Manhole"
2025-09-12,2025-09-11,34-16701,III,2025,Jl. Raya Cipayung Puncak,Kab Bogor,DODO,SBM Jabode V Fuel,BOA1,BOA2,NOT CERTIFIED,74.81,58.33,76.52,85.78,Basic,"Grounding, Masa Berlaku APAR, Breakaway Valve"
